lang,text,nco_2015
en,"Pattern Maker, Fur",7531.1300
ta,செயல்முறை வடிவமைப்பு பொறியாளர்,2144.0101
ta,"தீயணைப்பு வீரர்கள், பிற",5411.9900
ta,"உளவியலாளர், ஆலோசனை",2634.0800
hi,प्रक्रिया प्रचालक रोलिंग मिल्स,3135.2002
ta,முறுக்கு இயக்குபவர்,8212.1802
ta,"கட்டிடக் கலைஞர்கள், பாரம்பரிய பொருட்கள், பிற",7111.9900
ta,"ஸ்கிவர், கை (காலணி)",7536.0600
en,Process Try-Out Engineer,2144.0102
hi,निकास फैन संचालक,3132.1100
hi,विरोधाभासवादी,2659.0400
hi,"इरेक्टर, मशीन और उपकरण",8211.1000
en,Winchman,8343.1100
ta,"சார்கோல் பர்னர், மரம்",6210.1700
ta,உதவி முடி வடிவமைப்பாளர்,5141.0201
ta,சிறுநீர் மருத்துவ நிபுணர்,2212.0900
ta,"பவர் பிரஸ் ஆபரேட்டர், மெட்டல்",7223.2300
ta,நீரா தொழில்நுட்ப நிபுணர்,6112.0201
en,Receiver (Match),8131.4100
ta,"எரியூட்டும் இயந்திரம் மற்றும் நீர் சுத்திகரிப்பு ஆலை ஆபரேட்டர்கள், பிற",3132.9900
ta,"ஃபிட்டர், ஸ்ட்ரக்சரல்",7214.0700
hi,"माइक्रोवेव इंजीनियर, दूरसंचार",2153.0300
ta,நீர்க் கப்பல்,9621.1300
ta,"அசெம்பிளர், தொடர்ச்சியான",8211.1100
ta,பச்சை குத்தும் கலைஞர்,3435.0100
hi,जूनियर सॉफ्टवेयर डेवलपर,2512.0205
en,Watchman,5414.0400
hi,टावर तकनीशियन,7422.3001
hi,"बोतल वॉशर, मशीन",8160.8100
en,"Supervisor, Jewellery, Engraving and Precision Metal Workers",3122.6400
en,"Street Vendors, Non-Food Products, Other",9520.9900
ta,"எரெக்டர், கட்டமைப்பு",7214.0600
hi,"कार्य पर्यवेक्षक, निर्माण",3123.0100
en,"Overman, Colliery",3121.0400
en,Counter Moulder,7536.1200
ta,கிளட்ச் நிபுணர்,7231.0106
ta,முடிக்கிற இயக்குபவர் (ரப்பர் டயர்),8141.0800
en,Assembly Supervisor,3139.2001
en,Office Assistant,3341.1000
hi,"सिविल इंजीनियर, जनरल",2142.0100
en,Forester,6210.0100
ta,தொடக்கப்பள்ளி ஆசிரியர்,2341.0400
ta,ஷப்பர்,7223.0800
en,Gemstone Pre-Shaper,7313.1601
hi,"बिक्री पर्यवेक्षक, खुदरा व्यापार/सी. आर. एम. प्रबंधक",5222.0201
ta,உதவியாளர்-முடிக்க (காலணிகள்),8156.2603
ta,ஹோல் அசெம்பிளி ஆபரேட்டர் மூலம்,8212.1602
en,"Fire Inspectors, Other",3119.1000
en,"Supervisor and Foreman, Printing and Related Work",3122.6700
hi,"मानवविज्ञानी, सांस्कृतिक",2632.0900
ta,என்கேப்சுலேஷன் ஆபரேட்டர் ஆபரேட்டர்,8142.0503
en,Tagger and Labeller,9321.0205
ta,"ஐந்தாவது பொறியாளர், கப்பல்/ஜூனியர் பொறியாளர்",3151.0500
ta,இயந்திர பொருத்துதல்-கட்டுப்பாட்டு குழு,7412.1001
ta,"முதலாளிகள், தொழிலாளர்கள் மற்றும் பிற பொருளாதார நலன் சார்ந்த அமைப்புகளின் மூத்த அதிகாரிகள்",1114.0100
hi,आई. सी. टी. तकनीशियन,3114.0802
hi,लिफ्ट ट्रक ऑपरेटर,8344.0100
en,"Engineers and Related Technologists, Other",2149.0100
en,Tyre Repairer,8141.2100
hi,प्रणाली विश्लेषक (पी. सी. बी. डिजाइन),2151.0601
en,Repair Welder,7212.0111
ta,வாய்வழி மற்றும் மேக்ஸில்லோஃபேசியல் அறுவை சிகிச்சை நிபுணர்,2261.0200
ta,"இயந்திரப் பொறியாளர், ஏரோநாட்டிக்கல்",2144.0900
hi,"मुद्रण मशीन संचालक, फोटोग्राफिक",8132.0700
ta,கசாப்புக்காரர்,7511.0100
ta,ஷேப்பர் மரம்,7523.0400
hi,कुशन निर्माता,7534.0400
hi,स्पीच पैथोलॉजिस्ट,2266.0200
hi,शीट कटर (अपघर्षक),8122.7600
hi,यातायात संयोजक,2431.0671
en,Field Service Trainer,2424.0502
ta,"நூலக எழுத்தர்கள், பிற",4411.9900
en,"Kiln Loader, Pottery and Porcelain",8181.1600
ta,அலுவலகப் பையன்/பியூன்,4419.0500
ta,"தலைமை அதிகாரி, கப்பல்",3152.0200
en,Leather Technologist,2141.2100
en,Fitter: Hydraulic and Pneumatic System,7233.2901
en,Snuff Maker,7516.1000
hi,ब्यूटीशियन,5142.0100
ta,நிறுவல் பொறியாளர்-எல்2 & எல்3,3114.0901
en,Midwife,3222.0100
en,Winding Engineman,8343.1400
en,Vision Technician,3256.0202
ta,"வேலை செய்யும் உரிமையாளர், எரிவாயு",1120.0200
ta,"ஓவியர், தோழர்",7132.0900
hi,"लोफ्टसमैन, जहाज निर्माण",7115.0600
en,Commercial Manager (Zonal/Regional),5249.0201
en,"Cultivator, General",6111.0100
en,Delivery Management Cell Agent,3339.0601
hi,"फिटर, मरीन",7233.2200
hi,बिक्री कार्यकारी-मेडिकल इलेक्ट्रॉनिक्स,2433.0301
ta,"மெக்கானிக், பம்ப்",7233.1300
hi,"क्रेन संचालक, गैन्ट्री",8343.0600
en,Sheriff,2619.0900
ta,உதவி தச்சர்-ஷட்டர் & சாரக்கட்டு,9313.0401
hi,"अध्यक्ष, उपभोक्ता समाधान मंच",2612.1200
hi,"दर्जी, कपड़े बनाने वाले, खुरिया और हैटर, अन्य",7531.9900
ta,"விமானி, கிளைடர்",3153.0500
hi,समुद्र विज्ञानी,2114.0800
ta,வர்ணனையாளர் (திரைப்படம்),2642.0600
ta,ஸ்டோன் மேசன்,7112.0100
en,"Electrical and Electronic Equipment Assemblers, Other",8212.9900
en,Junior Data Associate,2521.0202
hi,स्नेक चार्मर,2659.1100
en,Pack Animal Driver,9332.0400
en,Water Carrier,9621.1300
en,"Cane Carrier Driver, Mill House",8160.4300
en,Stamper/Forging Operator,7221.0500
en,"Gatherer, Medicinal Herbs",6210.0600
en,"Financial and Insurance Service Branch Managers, Other",1346.9900
ta,வடிவமைப்பு தயாரிப்பாளர் (காலணிகள்),7536.0400
hi,"अर्थशास्त्री, अन्य",2631.9900
ta,"விவசாயி, கோழி இனப்பெருக்கம்",6122.0200
hi,सट्टेबाज,4212.0200
en,Solanaceous Crop Cultivator,6111.1501
hi,"चित्रकार और संबंधित कार्यकर्ता, अन्य",7131.9900
hi,"चालक, भाप क्रेन",8343.0100
en,Driver Road Test,8331.0500
en,"Fitter, General",7233.0100
en,"Domestic and Related Helpers, Cleaners and Launderers, Other",9111.9900
hi,"मैस्टिकेटर, रबर",8131.6000
hi,प्रमुख लेखा बिक्री प्रबंधक,3322.0601
en,Char Dust Cleaner and Salvager,9111.0200
ta,கௌரவமான/கௌரவமான இயந்திர ஆபரேட்டர்,7224.0600
ta,நகை அமைப்பாளர்/அமைப்பாளர்,7313.0801
en,Potting and Curing Operator,7412.0901
en,Cutter Driver,8160.4200
hi,विधि अध्ययन कार्यकारी,3115.0401
ta,காவலாளி,5414.0400
en,Distributor (Letter Press),7321.0300
en,Telecaller,5211.0302
en,Auto Body Painting Technician – Surface Treatment,7132.0203
en,Granulator Attendant (Cement),7314.1000
hi,आभूषण सेटर/सेटर,7313.0801
ta,பீடி மேக்கர்,7516.0700
ta,"கட்டுப்பாட்டாளர், டிராம்",4323.0400
ta,வேர்க்கடலை பிளான்சர்,8160.3100
ta,"ஆய்வக உதவியாளர், மண்",3111.0200
ta,"மேல்நிலை மற்றும் மேல்நிலைப் பள்ளி ஆசிரியர், வணிகம்",2330.0300
hi,"खाना पकाएँ, जहाज़",5120.0400
hi,"मैकेनिक, सिलाई मशीन",7233.1800
ta,செயல்முறை இயக்குபவர் ரோலிங் மில்ஸ்,3135.2002
en,"Wood Turner, Machine",7523.0200
hi,पोत लेखक,7115.0700
en,"Process Man, Chemical",3133.0100
hi,"पुलिस अधिकारी, अन्य",5412.9900
